alarm,datetime,ld_id,predict
0,2014-01-01,188,0.8183280229568481
0,2014-01-02,188,0.9841439723968506
0,2014-01-03,188,0.9841439723968506
0,2014-01-04,188,0.6383665204048157
0,2014-01-05,188,0.9841439723968506
0,2014-01-06,188,0.7167415022850037
0,2014-01-07,188,0.6325947642326355
0,2014-01-08,188,0.21516771614551544
0,2014-01-09,188,0.2234475463628769
0,2014-01-10,188,0.2757027745246887
0,2014-01-11,188,0.21380464732646942
0,2014-01-12,188,0.15311145782470703
0,2014-01-13,188,0.30297574400901794
0,2014-01-14,188,0.8047279715538025
0,2014-01-15,188,0.2131645232439041
0,2014-01-16,188,0.5180623531341553
0,2014-01-17,188,0.8936021327972412
0,2014-01-18,188,0.8378866910934448
0,2014-01-19,188,0.9356603622436523
0,2014-01-20,188,0.749472975730896
0,2014-01-21,188,0.19913867115974426
0,2014-01-22,188,0.9841439723968506
0,2014-01-23,188,0.9841439723968506
0,2014-01-24,188,0.9841439723968506
0,2014-01-25,188,0.9816741943359375
0,2014-01-26,188,0.9479067325592041
0,2014-01-27,188,0.9742518067359924
0,2014-01-28,188,0.4491156041622162
0,2014-01-29,188,0.3714011013507843
0,2014-01-30,188,0.5217704176902771
0,2014-01-31,188,0.12390857934951782
0,2014-02-01,188,0.8098995089530945
0,2014-02-02,188,0.3060118854045868
0,2014-02-03,188,0.900334358215332
0,2014-02-04,188,0.8473995327949524
0,2014-02-05,188,0.9841439723968506
0,2014-02-06,188,0.9841439723968506
0,2014-02-07,188,0.7965273857116699
0,2014-02-08,188,0.9154475927352905
0,2014-02-09,188,0.9160295128822327
0,2014-02-10,188,0.9841439723968506
0,2014-02-11,188,0.7108365893363953
0,2014-02-12,188,0.5569173693656921
0,2014-02-13,188,0.6889601349830627
0,2014-02-14,188,0.9841439723968506
0,2014-02-15,188,0.9492322206497192
0,2014-02-16,188,0.1957714855670929
0,2014-02-17,188,0.6853843331336975
0,2014-02-18,188,0.9239009618759155
0,2014-02-19,188,0.9841439723968506
0,2014-02-20,188,0.48800233006477356
0,2014-02-21,188,0.9402801990509033
0,2014-02-22,188,0.5144303441047668
0,2014-02-23,188,0.9841439723968506
0,2014-02-24,188,0.8527587056159973
0,2014-02-25,188,0.485426127910614
0,2014-02-26,188,0.3381895124912262
0,2014-02-27,188,0.33000439405441284
0,2014-02-28,188,0.9841439723968506
0,2014-03-01,188,0.5271713733673096
0,2014-03-02,188,0.5038418769836426
0,2014-03-03,188,0.9841439723968506
0,2014-03-04,188,0.9505720138549805
0,2014-03-05,188,0.9841439723968506
0,2014-03-06,188,0.9841439723968506
0,2014-03-07,188,0.36210691928863525
0,2014-03-08,188,0.3750460147857666
0,2014-03-09,188,0.600847601890564
0,2014-03-10,188,0.9598660469055176
0,2014-03-11,188,0.7968860864639282
0,2014-03-12,188,0.18548092246055603
0,2014-03-13,188,0.323439359664917
0,2014-03-14,188,0.8178545236587524
0,2014-03-15,188,0.9841439723968506
0,2014-03-16,188,0.9841439723968506
0,2014-03-17,188,0.2902127504348755
0,2014-03-18,188,0.9828132390975952
0,2014-03-19,188,0.9841439723968506
0,2014-03-20,188,0.20849846303462982
0,2014-03-21,188,0.37443748116493225
0,2014-03-22,188,0.9841439723968506
0,2014-03-23,188,0.7415556311607361
0,2014-03-24,188,0.9791265726089478
0,2014-03-25,188,0.9841439723968506
0,2014-03-26,188,0.9841439723968506
0,2014-03-27,188,0.21051378548145294
0,2014-03-28,188,0.943428099155426
0,2014-03-29,188,0.9841439723968506
0,2014-03-30,188,0.4809502959251404
0,2014-03-31,188,0.3684128224849701
0,2014-04-01,188,0.953843891620636
0,2014-04-02,188,0.9694671034812927
0,2014-04-03,188,0.9675451517105103
0,2014-04-04,188,0.9795982241630554
0,2014-04-05,188,0.4762730002403259
0,2014-04-06,188,0.43664586544036865
0,2014-04-07,188,0.5686327815055847
0,2014-04-08,188,0.9841439723968506
0,2014-04-09,188,0.5162906050682068
0,2014-04-10,188,0.7028815150260925
0,2014-04-11,188,0.9214999079704285
0,2014-04-12,188,0.8582733273506165
0,2014-04-13,188,0.9539666175842285
0,2014-04-14,188,0.6064757704734802
0,2014-04-15,188,0.4359462261199951
0,2014-04-16,188,0.33456066250801086
0,2014-04-17,188,0.7966112494468689
0,2014-04-18,188,0.8610103130340576
0,2014-04-19,188,0.9841439723968506
0,2014-04-20,188,0.1783113181591034
0,2014-04-21,188,0.1686592996120453
0,2014-04-22,188,0.3771801292896271
0,2014-04-23,188,0.4188668131828308
0,2014-04-24,188,0.7563026547431946
0,2014-04-25,188,0.9841439723968506
0,2014-04-26,188,0.8849232792854309
0,2014-04-27,188,0.922648012638092
0,2014-04-28,188,0.8036910891532898
0,2014-04-29,188,0.783458411693573
0,2014-04-30,188,0.7328887581825256
0,2014-05-01,188,0.9711028933525085
0,2014-05-02,188,0.9841439723968506
0,2014-05-03,188,0.9841439723968506
0,2014-05-04,188,0.9841439723968506
0,2014-05-05,188,0.3877401351928711
0,2014-05-06,188,0.3303130567073822
0,2014-05-07,188,0.8907017111778259
0,2014-05-08,188,0.9550638794898987
0,2014-05-09,188,0.9692927002906799
0,2014-05-10,188,0.9841439723968506
0,2014-05-11,188,0.9841439723968506
0,2014-05-12,188,0.9841439723968506
0,2014-05-13,188,0.9841439723968506
0,2014-05-14,188,0.9841439723968506
0,2014-05-15,188,0.979671061038971
0,2014-05-16,188,0.9841439723968506
0,2014-05-17,188,0.9841439723968506
0,2014-05-18,188,0.34395456314086914
0,2014-05-19,188,0.39677712321281433
0,2014-05-20,188,0.9436407685279846
0,2014-05-21,188,0.9841439723968506
0,2014-05-22,188,0.9841439723968506
0,2014-05-23,188,0.7798940539360046
0,2014-05-24,188,0.5952262878417969
0,2014-05-25,188,0.6089831590652466
0,2014-05-26,188,0.8977000117301941
0,2014-05-27,188,0.5230639576911926
0,2014-05-28,188,0.9841439723968506
0,2014-05-29,188,0.8915022015571594
0,2014-05-30,188,0.9841439723968506
0,2014-05-31,188,0.9841439723968506
0,2014-06-01,188,0.9841439723968506
0,2014-06-02,188,0.9841439723968506
0,2014-06-03,188,0.42460569739341736
0,2014-06-04,188,0.9841439723968506
0,2014-06-05,188,0.8101427555084229
0,2014-06-06,188,0.9841439723968506
0,2014-06-07,188,0.9841439723968506
0,2014-06-08,188,0.8621890544891357
0,2014-06-09,188,0.8172239065170288
0,2014-06-10,188,0.4534040093421936
0,2014-06-11,188,0.37496379017829895
0,2014-06-12,188,0.2558661699295044
0,2014-06-13,188,0.8219601511955261
0,2014-06-14,188,0.9841439723968506
0,2014-06-15,188,0.9841439723968506
0,2014-06-16,188,0.9841439723968506
0,2014-06-17,188,0.9779190421104431
0,2014-06-18,188,0.4703027606010437
0,2014-06-19,188,0.30579307675361633
